Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
14402 (1991 DB),Amor Asteroid,57800,1.7156,0.4021,11.4181,51.3212,158.2562,176.8917,1.0257,2.41,2.25,0.1025,48,18.6
14827 Hypnos,Apollo Asteroid (Hazard),57800,2.8407,0.6657,1.9809,238.0942,57.9774,165.6167,0.9497,4.73,4.79,0.0148,49,18.3
15745 Yuliya,Amor Asteroid,57800,1.7196,0.255,14.4264,140.5752,132.6352,140.6674,1.2811,2.16,2.26,0.2969,112,17.3
15817 Lucianotesi,Amor Asteroid,57800,1.3247,0.1182,13.8728,94.2674,162.5112,329.8238,1.1681,1.48,1.52,0.2494,62,18.5
16064 Davidharvey,Amor Asteroid,57800,2.8488,0.5891,4.5393,104.8206,335.5829,189.8019,1.1707,4.53,4.81,0.204,76,16.7
16636 (1993 QP),Amor Asteroid,57800,2.3111,0.4677,7.2089,47.1707,296.9024,248.5985,1.2301,3.39,3.51,0.2418,122,18.7
16657 (1993 UB),Amor Asteroid,57800,2.2756,0.4617,24.9866,21.1652,31.2998,273.2789,1.2249,3.33,3.43,0.2512,36,16.6
16816 (1997 UF9),Apollo Asteroid,57800,1.4424,0.6041,25.9126,157.931,37.1845,302.5728,0.5711,2.31,1.73,0.3792,138,16.2
16834 (1997 WU22),Apollo Asteroid,57800,1.468,0.4421,15.9878,334.299,260.8035,135.9063,0.8189,2.12,1.78,0.1452,360,15.7
16912 Rhiannon,Amor Asteroid,57800,1.7515,0.2725,24.523,221.1793,169.2181,173.9247,1.2742,2.23,2.32,0.3226,40,17.9
16960 (1998 QS52),Apollo Asteroid (Hazard),57800,2.2029,0.8579,17.5489,242.9301,260.4997,183.8059,0.313,4.09,3.27,0.0145,185,14.3
17181 (1999 UM3),Apollo Asteroid,57800,2.3728,0.673,10.649,36.8192,113.5871,239.7583,0.7758,3.97,3.66,0.0699,33,16.4
17182 (1999 VU),Apollo Asteroid,57800,1.387,0.5534,9.2732,203.1304,333.5473,136.4234,0.6195,2.15,1.63,0.1438,120,16.9
17188 (1999 WC2),Apollo Asteroid,57800,2.2162,0.6369,29.447,287.2371,269.8435,55.7919,0.8046,3.63,3.3,0.0639,75,16.5
17274 (2000 LC16),Amor Asteroid,57800,2.7335,0.5543,5.5791,21.1347,305.9761,239.0349,1.2183,4.25,4.52,0.21,109,16.6
17511 (1992 QN),Apollo Asteroid,57800,1.1899,0.3589,9.584,202.3614,355.9422,44.6974,0.7629,1.62,1.3,0.1322,129,17.1
18106 Blume,Amor Asteroid,57800,2.4426,0.5127,4.2207,234.9381,109.2553,110.3695,1.1902,3.69,3.82,0.1937,27,17.7
18109 (2000 NG11),Amor Asteroid,57800,1.881,0.3678,0.8092,319.1969,59.4942,127.8675,1.1892,2.57,2.58,0.192,129,17
18172 (2000 QL7),Amor Asteroid,57800,2.4268,0.5098,17.8266,100.703,338.5749,91.2842,1.1896,3.66,3.78,0.3685,125,15.6
18736 (1998 NU),Amor Asteroid,57800,2.3531,0.4882,2.8064,222.8204,297.5516,154.5527,1.2043,3.5,3.61,0.2165,138,15.8
18882 (1999 YN4),Amor Asteroid,57800,1.6852,0.2318,36.8127,242.66,291.711,228.3108,1.2945,2.08,2.19,0.4316,127,15.9
19356 (1997 GH3),Amor Asteroid,57800,2.5018,0.5632,3.0048,333.8939,186.6993,18.1775,1.0927,3.91,3.96,0.1037,94,16.8
19764 (2000 NF5),Amor Asteroid,57800,2.2332,0.4426,1.3256,9.5202,281.5267,359.9679,1.2447,3.22,3.34,0.2288,179,15.9
20086 (1994 LW),Amor Asteroid,57800,3.1839,0.6226,21.78,57.8506,237.2416,350.4889,1.2015,5.17,5.68,0.3194,65,16.8
20236 (1998 BZ7),Apollo Asteroid,57800,2.0361,0.5591,6.5002,104.1848,111.525,172.6738,0.8978,3.17,2.91,0.0524,29,17.6
20255 (1998 FX2),Amor Asteroid,57800,2.1527,0.4911,9.9489,17.5562,180.9753,350.5667,1.0954,3.21,3.16,0.1042,18,18.2
20425 (1998 VD35),Apollo Asteroid (Hazard),57800,1.5645,0.4765,6.9841,296.1609,227.374,62.7068,0.819,2.31,1.96,0.0033,29,20.4
20429 (1998 YN1),Apollo Asteroid,57800,1.556,0.4642,6.2995,147.5903,61.7733,60.8069,0.8337,2.28,1.94,0.0563,69,17.7
20460 Robwhiteley,Amor Asteroid,57800,1.8768,0.4123,33.9395,283.649,280.0898,350.1618,1.103,2.65,2.57,0.3298,147,15.2
20790 (2000 SE45),Amor Asteroid,57800,2.7395,0.5614,8.3368,168.8504,302.9892,193.6356,1.2015,4.28,4.53,0.2198,99,16.4
20826 (2000 UV13),Apollo Asteroid,57800,2.424,0.6331,31.8854,198.6024,347.3645,81.4769,0.8895,3.96,3.77,0.0819,238,13.9
21088 Chelyabinsk,Amor Asteroid,57800,1.7066,0.2384,38.4547,27.1147,297.8604,230.5117,1.2997,2.11,2.23,0.309,405,14.3
21277 (1996 TO5),Amor Asteroid,57800,2.3776,0.5201,20.9517,250.1675,167.4149,173.8259,1.1411,3.61,3.67,0.3147,97,16
21374 (1997 WS22),Amor Asteroid,57800,1.2695,0.1206,23.981,197.1912,59.2205,319.7323,1.1164,1.42,1.43,0.1094,138,17.4
22099 (2000 EX106),Apollo Asteroid,57800,1.1044,0.2763,9.845,186.5768,136.4671,102.4257,0.7993,1.41,1.16,0.1678,162,17.9
22753 (1998 WT),Apollo Asteroid (Hazard),57800,1.2188,0.5698,3.2043,324.7139,307.4423,274.7886,0.5243,1.91,1.35,0.0336,189,17.7
22771 (1999 CU3),Apollo Asteroid,57800,1.5765,0.524,11.4037,305.7151,339.0078,302.61,0.7505,2.4,1.98,0.0624,364,16.8
23183 (2000 OY21),Amor Asteroid,57800,1.824,0.4012,40.9575,301.4253,119.6878,198.9659,1.0921,2.56,2.46,0.2565,167,16
23187 (2000 PN9),Apollo Asteroid (Hazard),57800,1.8467,0.5895,51.3144,293.5402,164.3574,147.8697,0.7582,2.94,2.51,0.0144,274,16.1
23548 (1994 EF2),Amor Asteroid,57800,2.2923,0.5163,23.3638,123.8602,346.188,237.6076,1.1089,3.48,3.47,0.2466,31,17.6
23606 (1996 AS1),Amor Asteroid,57800,1.7501,0.3611,14.3596,357.5145,296.6627,238.418,1.1182,2.38,2.32,0.1029,55,18.2
23714 (1998 EC3),Amor Asteroid,57800,2.1279,0.5167,8.3965,128.9107,127.8773,356.0539,1.0285,3.23,3.1,0.081,43,16.7
24443 (2000 OG),Apollo Asteroid,57800,2.3097,0.8225,25.7943,231.0756,178.2317,241.5092,0.4101,4.21,3.51,0.1516,78,16.4
24445 (2000 PM8),Apollo Asteroid,57800,2.211,0.5449,23.855,218.6717,203.3621,0.5025,1.0063,3.42,3.29,0.0834,303,14.7
24475 (2000 VN2),Amor Asteroid,57800,1.975,0.4415,14.6361,32.6364,76.4837,299.411,1.1031,2.85,2.78,0.152,174,16.3
24761 Ahau,Apollo Asteroid,57800,1.3349,0.306,21.9201,287.4843,121.084,256.666,0.9264,1.74,1.54,0.1009,114,17.3
25143 Itokawa,Apollo Asteroid (Hazard),57800,1.3242,0.2801,1.6215,162.8035,69.0799,131.434,0.9532,1.7,1.52,0.0129,183,19.2
25330 (1999 KV4),Apollo Asteroid,57800,1.5403,0.3708,14.3292,85.9884,50.6119,125.786,0.9692,2.11,1.91,0.1731,106,16.6
25916 (2001 CP44),Amor Asteroid,57800,2.5602,0.4981,15.747,199.6986,94.7223,232.896,1.285,3.84,4.1,0.2802,275,13.6
26166 (1995 QN3),Amor Asteroid,57800,3.3004,0.645,14.7948,62.782,185.7634,231.0057,1.1717,5.43,6,0.2703,56,16.8
26310 (1998 TX6),Amor Asteroid,57800,2.1403,0.4683,5.376,98.8333,210.8999,342.5575,1.1379,3.14,3.13,0.1589,25,19.1
26379 (1999 HZ1),Apollo Asteroid,57800,1.6059,0.5761,8.687,200.4766,252.179,323.9931,0.6808,2.53,2.04,0.1307,23,18
26663 (2000 XK47),Apollo Asteroid (Hazard),57800,1.5458,0.4718,13.5388,231.0943,303.7002,113.0497,0.8164,2.28,1.92,0.0353,33,18.1
26760 (2001 KP41),Amor Asteroid,57800,2.8532,0.5572,11.0124,155.1511,146.2665,76.1054,1.2634,4.44,4.82,0.2611,180,15.4
26817 (1987 QB),Amor Asteroid,57800,2.8019,0.5941,3.4965,156.5129,153.2185,108.627,1.1374,4.47,4.69,0.126,33,19.2
27002 (1998 DV9),Apollo Asteroid (Hazard),57800,1.7437,0.4334,8.697,0.7581,130.3907,85.2555,0.9879,2.5,2.3,0.0029,71,18.2
27031 (1998 RO4),Amor Asteroid,57800,2.1398,0.4249,5.3545,111.7577,191.9049,340.9723,1.2306,3.05,3.13,0.2364,51,17.9
27346 (2000 DN8),Amor Asteroid,57800,1.875,0.3991,36.943,269.229,135.2612,300.3681,1.1266,2.62,2.57,0.4439,155,15.9
29075 (1950 DA),Apollo Asteroid (Hazard),55394,1.6992,0.5074,12.1816,224.5354,356.7761,65.4461,0.837,2.56,2.21,0.0404,141,17.1
30825 (1990 TG1),Apollo Asteroid,57800,2.4371,0.681,8.7412,33.6461,205.0584,34.9033,0.7774,4.1,3.8,0.0697,227,14.8
30997 (1995 UO5),Apollo Asteroid,57800,1.5601,0.6435,36.219,151.0822,38.6732,229.9781,0.5562,2.56,1.95,0.4031,51,17
31210 (1998 BX7),Amor Asteroid,57800,2.6038,0.5024,8.9573,271.4856,144.9314,220.6309,1.2957,3.91,4.2,0.355,94,16.4
31221 (1998 BP26),Amor Asteroid,57800,1.7231,0.257,20.2207,186.6648,331.062,145.0201,1.2803,2.17,2.26,0.2922,155,17.2
31345 (1998 PG),Amor Asteroid,57800,2.0161,0.3912,6.4958,156.0269,222.7568,146.6434,1.2274,2.8,2.86,0.2358,49,17.3
31346 (1998 PB1),Amor Asteroid,57800,2.0294,0.4298,5.9628,350.4844,299.7542,153.9252,1.1571,2.9,2.89,0.1423,73,17.2
31662 (1999 HP11),Apollo Asteroid,57800,1.5978,0.5479,18.8144,311.9952,13.9738,232.3051,0.7223,2.47,2.02,0.1238,21,19.5
31669 (1999 JT6),Apollo Asteroid (Hazard),57800,2.1372,0.5772,9.5402,39.1119,78.8331,293.5479,0.9037,3.37,3.12,0.0002,70,15.9
32906 (1994 RH),Amor Asteroid,57800,2.2461,0.4414,18.9327,92.3102,331.2512,203.4603,1.2546,3.24,3.37,0.4503,145,15.8
33342 (1998 WT24),Aten Asteroid (Hazard),55098,0.7185,0.4179,7.3419,167.2951,81.999,126.4682,0.4182,1.02,0.61,0.01,166,17.9
34613 (2000 UR13),Amor Asteroid,57800,2.069,0.3875,6.1757,286.1587,315.3168,293.0925,1.2673,2.87,2.98,0.2798,155,16
35107 (1991 VH),Apollo Asteroid (Hazard),57800,1.1374,0.1443,13.911,206.9524,139.3664,345.3378,0.9733,1.3,1.21,0.0252,336,16.7
35396 (1997 XF11),Apollo Asteroid (Hazard),57800,1.4427,0.4839,4.0984,102.9225,213.7585,119.3043,0.7445,2.14,1.73,0.0007,268,16.9
35432 (1998 BG9),Amor Asteroid,57800,2.5102,0.5404,13.0762,1.3266,115.4427,283.8345,1.1538,3.87,3.98,0.1703,46,19.3
35670 (1998 SU27),Apollo Asteroid,57800,2.1241,0.5943,7.1059,169.5567,271.4725,318.5305,0.8618,3.39,3.1,0.0699,23,19.3
36017 (1999 ND43),Amor Asteroid,57800,1.5234,0.3144,5.5515,52.0135,332.1346,83.1128,1.0444,2,1.88,0.0788,117,19.2
36183 (1999 TX16),Amor Asteroid,57800,1.5513,0.3327,38.2216,311.1765,54.6692,20.1691,1.0352,2.07,1.93,0.1354,120,16.2
36236 (1999 VV),Apollo Asteroid,57800,1.3325,0.4236,58.041,19.7538,241.0808,206.3265,0.768,1.9,1.54,0.2288,136,15.9
36284 (2000 DM8),Apollo Asteroid,57800,1.4837,0.5537,46.7607,317.9427,323.1829,41.6937,0.6622,2.31,1.81,0.2667,180,14.9
37336 (2001 RM),Amor Asteroid,57800,2.2538,0.4838,36.6446,117.9586,223.6988,213.7678,1.1635,3.34,3.38,0.3519,156,15.6
37638 (1993 VB),Apollo Asteroid (Hazard),57800,1.9098,0.5192,5.078,323.0518,145.6768,271.5654,0.9182,2.9,2.64,0.0007,24,19.3
37655 Illapa,Apollo Asteroid (Hazard),57800,1.4778,0.7524,18.0017,303.7205,139.6909,158.9209,0.3659,2.59,1.8,0.0241,74,17.9
38071 (1999 GU3),Amor Asteroid (Hazard),57800,2.0899,0.5069,12.7307,8.8138,195.5346,328.5958,1.0305,3.15,3.02,0.0328,49,19.6
38086 Beowolf,Apollo Asteroid,57800,1.4201,0.5664,23.6767,178.9367,165.3463,126.2134,0.6158,2.22,1.69,0.3846,99,17.4
38091 (1999 JT3),Amor Asteroid,57800,2.1696,0.4011,9.3326,225.0746,64.8543,163.0462,1.2995,3.04,3.2,0.3082,73,16.2
38239 (1999 OR3),Apollo Asteroid,57800,2.0352,0.576,9.4419,28.0372,199.9761,39.6038,0.863,3.21,2.9,0.0559,33,18.2
39565 (1992 SL),Amor Asteroid,57800,1.6423,0.3342,8.5994,344.7337,0.9835,224.4586,1.0934,2.19,2.1,0.0936,80,18.4
39572 (1993 DQ1),Amor Asteroid (Hazard),57800,2.037,0.492,10.0201,344.7895,313.5686,336.5139,1.0349,3.04,2.91,0.0301,139,16.5
39796 (1997 TD),Amor Asteroid,57800,2.2514,0.4677,12.9139,170.9096,158.976,272.8188,1.1983,3.3,3.38,0.191,137,15.8
40263 (1999 FQ5),Amor Asteroid,57800,1.4948,0.1611,25.8467,198.6546,172.837,81.8806,1.2539,1.74,1.83,0.2578,104,17.7
40267 (1999 GJ4),Apollo Asteroid,57800,1.3386,0.8085,34.5147,211.9049,148.262,54.8876,0.2564,2.42,1.55,0.1568,282,15.4
40329 (1999 ML),Amor Asteroid,57800,2.266,0.4543,2.521,112.0244,210.9651,51.0406,1.2365,3.3,3.41,0.2292,81,17.7
41429 (2000 GE2),Apollo Asteroid (Hazard),57800,1.5926,0.5552,2.1731,297.1872,351.9673,109.9002,0.7084,2.48,2.01,0.0108,67,20.6
41440 (2000 HZ23),Amor Asteroid,57800,1.5756,0.2113,15.107,200.0517,64.0717,149.729,1.2426,1.91,1.98,0.237,23,19.9
42286 (2001 TN41),Apollo Asteroid,57800,1.4196,0.3919,24.0727,150.8856,55.8575,276.9367,0.8633,1.98,1.69,0.1101,131,16.5
48603 (1995 BC2),Amor Asteroid,57800,1.9182,0.4298,5.0249,81.6762,328.3521,143.7441,1.0938,2.74,2.66,0.1375,88,17.6
52340 (1992 SY),Apollo Asteroid,57800,2.2093,0.5501,8.0468,115.4863,5.8204,100.4114,0.994,3.42,3.28,0.0974,87,17.8
52381 (1993 HA),Amor Asteroid,57800,1.2783,0.1441,7.7254,263.8217,183.2883,289.6718,1.0941,1.46,1.45,0.1689,82,20
52387 (1993 OM7),Amor Asteroid,57800,1.2823,0.1897,24.1506,195.4977,297.6019,243.5319,1.039,1.53,1.45,0.0611,111,17.8
52689 (1998 FF2),Amor Asteroid,57800,1.5617,0.2923,10.9834,265.0837,4.7117,189.4674,1.1052,2.02,1.95,0.2114,47,18.9
52750 (1998 KK17),Apollo Asteroid,57800,1.4272,0.5249,11.1641,334.0754,141.3748,48.0583,0.678,2.18,1.7,0.162,159,16.5
52760 (1998 ML14),Apollo Asteroid (Hazard),57800,2.4086,0.6234,2.4274,20.3245,338.7251,328.8256,0.9071,3.91,3.74,0.0166,134,17.5
52761 (1998 MN14),Amor Asteroid,57800,1.5546,0.2242,19.4816,350.4142,259.0047,237.8019,1.2061,1.9,1.94,0.1938,53,17.9
52762 (1998 MT24),Apollo Asteroid,57800,2.4182,0.6515,33.8951,254.3544,309.2172,15.2289,0.8426,3.99,3.76,0.1411,92,14.8
52768 (1998 OR2),Apollo Asteroid (Hazard),57800,2.3794,0.5728,5.8797,174.4314,27.0631,50.1236,1.0165,3.74,3.67,0.0142,136,15.9
53110 (1999 AR7),Amor Asteroid,57800,1.6444,0.2144,40.6267,58.2204,85.4515,166.8648,1.2919,2,2.11,0.4103,168,16.8
53319 (1999 JM8),Apollo Asteroid (Hazard),57800,2.7263,0.6411,13.8287,166.7562,133.6496,335.2191,0.9784,4.47,4.5,0.0227,126,15.2
53409 (1999 LU7),Apollo Asteroid,57800,2.1024,0.628,10.8682,147.6918,206.7287,258.6312,0.7821,3.42,3.05,0.0861,31,18.7
53426 (1999 SL5),Apollo Asteroid (Hazard),57800,1.9227,0.5384,22.7771,43.2984,239.108,213.1479,0.8874,2.96,2.67,0.0251,142,17.2
53429 (1999 TF5),Apollo Asteroid (Hazard),57800,2.0229,0.6398,26.7941,64.0043,199.2643,42.3016,0.7286,3.32,2.88,0.0477,19,18.9
53430 (1999 TY16),Amor Asteroid,57800,2.0982,0.404,60.4303,156.9297,241.9336,262.5709,1.2504,2.95,3.04,0.2901,103,16.7
53435 (1999 VM40),Amor Asteroid,57800,2.3094,0.4854,15.3863,354.2294,51.4269,344.3071,1.1884,3.43,3.51,0.2001,240,14.7
53550 (2000 BF19),Apollo Asteroid (Hazard),57800,1.4954,0.4195,7.1745,324.8667,313.2332,358.1389,0.8681,2.12,1.83,0.0455,67,19
53789 (2000 ED104),Apollo Asteroid (Hazard),57800,1.3705,0.2691,40.7909,218.3102,190.0439,317.0812,1.0017,1.74,1.6,0.0491,131,17.4
54071 (2000 GQ146),Amor Asteroid,57800,1.3294,0.1975,23.4429,128.2724,36.3673,32.1682,1.0668,1.59,1.53,0.1255,123,17.2
54401 (2000 LM),Amor Asteroid,57800,1.7107,0.2624,18.9507,67.0782,240.8754,143.6183,1.2618,2.16,2.24,0.3551,82,17.1
54509 YORP,Apollo Asteroid,52718,1.0001,0.2299,1.8331,274.1013,281.8867,314.1326,0.7701,1.23,1,0.0027,84,22.7
54660 (2000 UJ1),Amor Asteroid,57800,1.4769,0.281,46.6896,157.9722,223.725,29.6236,1.0619,1.89,1.79,0.0881,71,18
54686 (2001 DU8),Amor Asteroid,57800,1.7768,0.3418,33.2086,265.853,161.7545,322.1202,1.1695,2.38,2.37,0.4343,123,16.5
54690 (2001 EB),Amor Asteroid,57800,1.6295,0.2564,35.3638,99.5966,33.5503,268.318,1.2117,2.05,2.08,0.4127,101,17.1
54789 (2001 MZ7),Amor Asteroid,57800,1.7761,0.2872,24.4639,19.986,130.1023,339.5901,1.2661,2.29,2.37,0.2928,378,15
55408 (2001 TC2),Apollo Asteroid,57800,1.1,0.2247,30.3898,353.5295,193.8482,333.8102,0.8528,1.35,1.15,0.1463,47,18.6
55532 (2001 WG2),Apollo Asteroid,57800,1.7945,0.6958,38.5063,132.3197,81.4942,66.2245,0.546,3.04,2.4,0.3374,107,16
65674 (1988 SM),Amor Asteroid,57800,1.6645,0.344,10.9507,313.2673,0.9008,99.7003,1.0919,2.24,2.15,0.1334,66,18.2
65679 (1989 UQ),Aten Asteroid (Hazard),57800,0.9151,0.2647,1.2997,14.9062,178.2356,282.0929,0.6728,1.16,0.88,0.0141,77,19.4
65690 (1991 DG),Apollo Asteroid (Hazard),57800,1.4273,0.363,11.1502,63.2981,180.1672,34.3277,0.9092,1.95,1.71,0.0388,63,19.1
65706 (1992 NA),Amor Asteroid,57800,2.4004,0.5557,9.6668,8.4437,349.3351,214.0243,1.0664,3.73,3.72,0.0641,64,16.5
65717 (1993 BX3),Apollo Asteroid (Hazard),57800,1.3948,0.2807,2.7909,289.9816,175.5589,229.9622,1.0033,1.79,1.65,0.0479,34,20.8
65733 (1993 PC),Apollo Asteroid,57800,1.1535,0.4741,4.1595,168.4422,337.2052,169.6212,0.6066,1.7,1.24,0.066,91,18.4
65803 Didymos,Apollo Asteroid (Hazard),57800,1.6446,0.3838,3.4077,319.2516,73.2219,110.7962,1.0133,2.28,2.11,0.0407,120,18
65909 (1998 FH12),Apollo Asteroid (Hazard),57800,1.091,0.5398,3.5596,284.4527,108.6354,295.534,0.5021,1.68,1.14,0.0129,78,19.2
65996 (1998 MX5),Amor Asteroid,57800,2.9371,0.605,9.5485,56.9704,265.5093,255.7333,1.1602,4.71,5.03,0.2014,95,18.4
66008 (1998 QH2),Apollo Asteroid,57800,1.4262,0.3627,61.0118,13.9583,168.9421,89.9532,0.909,1.94,1.7,0.0766,159,16
66063 (1998 RO1),Aten Asteroid,57800,0.9909,0.7201,22.6797,151.1335,351.8748,149.1422,0.2774,1.7,0.99,0.0923,119,18.1
66146 (1998 TU3),Aten Asteroid,57800,0.7871,0.4838,5.4127,84.6817,102.1977,240.5165,0.4063,1.17,0.7,0.0732,168,14.6
66251 (1999 GJ2),Amor Asteroid,57800,1.5355,0.1981,11.2794,142.5054,196.2217,14.8656,1.2314,1.84,1.9,0.2487,212,16.9
66253 (1999 GT3),Apollo Asteroid,57800,1.3339,0.8378,19.5101,260.8933,157.5758,252.274,0.2163,2.45,1.54,0.193,33,18.3
66272 (1999 JW6),Amor Asteroid,57800,1.5076,0.1432,51.3135,68.4641,66.3958,292.3328,1.2917,1.72,1.85,0.4103,65,17.1
66391 (1999 KW4),Aten Asteroid (Hazard),57800,0.6423,0.6885,38.8838,192.6192,244.916,336.0257,0.2001,1.08,0.51,0.0134,153,16.5
66400 (1999 LT7),Aten Asteroid,54783,0.8552,0.5725,9.0649,341.2898,79.915,199.588,0.3656,1.34,0.79,0.059,61,19.3
66407 (1999 LQ28),Amor Asteroid,57800,1.1984,0.12,21.7703,320.5012,95.0092,24.2208,1.0546,1.34,1.31,0.0962,68,18.9
66959 (1999 XO35),Amor Asteroid,57800,2.5368,0.5684,20.5594,293.1287,82.2291,110.4929,1.0949,3.98,4.04,0.2705,95,16.6
67367 (2000 LY27),Amor Asteroid (Hazard),57800,1.3085,0.2127,9.0235,184.7737,264.5439,205.2795,1.0301,1.59,1.5,0.0471,87,17
67381 (2000 OL8),Apollo Asteroid (Hazard),57800,1.3204,0.543,10.6663,266.7792,294.9732,19.4468,0.6034,2.04,1.52,0.0173,50,19.8
67399 (2000 PJ6),Apollo Asteroid,57800,1.3011,0.3461,14.6936,225.249,332.9021,146.9268,0.8507,1.75,1.48,0.0517,62,18.2
68031 (2000 YK29),Amor Asteroid,57800,1.3764,0.1285,15.1721,31.8659,123.6628,306.9146,1.1996,1.55,1.61,0.2295,131,18.1
68063 (2000 YJ66),Amor Asteroid,57800,2.3342,0.4573,5.7194,50.2399,308.9078,253.8848,1.2667,3.4,3.57,0.2759,154,15.5
68216 (2001 CV26),Apollo Asteroid (Hazard),57800,1.3195,0.3265,17.9982,48.6673,18.1778,281.5745,0.8887,1.75,1.52,0.0235,334,16.5
68267 (2001 EA16),Apollo Asteroid,57800,1.5096,0.4275,38.8272,317.4129,8.0252,115.5079,0.8642,2.15,1.85,0.058,103,16.8
68278 (2001 FC7),Amor Asteroid,57800,1.4358,0.1145,2.6204,234.5047,99.1201,304.0169,1.2714,1.6,1.72,0.2641,171,18.5
68346 (2001 KZ66),Apollo Asteroid (Hazard),57800,1.5073,0.4168,16.6936,140.2331,219.3993,82.7255,0.879,2.14,1.85,0.0381,183,16.9
68347 (2001 KB67),Aten Asteroid (Hazard),57800,0.9629,0.3798,17.1379,243.8713,245.9219,308.411,0.5972,1.33,0.94,0.0141,33,19.9
68348 (2001 LO7),Apollo Asteroid,57800,2.1517,0.8425,25.4732,181.5564,236.2704,260.286,0.339,3.96,3.16,0.3859,144,14.3
68350 (2001 MK3),Amor Asteroid,57800,1.6697,0.2475,29.5627,328.4483,128.8831,289.53,1.2565,2.08,2.16,0.3027,153,15.9
68359 (2001 OZ13),Amor Asteroid,57800,1.5175,0.1742,9.856,29.1123,99.2465,296.4719,1.2531,1.78,1.87,0.2793,134,17.9
68372 (2001 PM9),Apollo Asteroid (Hazard),57800,1.6181,0.4157,8.1005,322.2049,253.0424,257.3287,0.9454,2.29,2.06,0.004,86,18.8
68548 (2001 XR31),Apollo Asteroid (Hazard),57800,1.7067,0.4365,22.7167,24.705,302.0643,28.8421,0.9617,2.45,2.23,0.0245,90,16.5
68950 (2002 QF15),Apollo Asteroid (Hazard),57800,1.0568,0.3442,25.1548,255.5243,236.2423,35.0019,0.6931,1.42,1.09,0.0063,248,16.4
69230 Hermes,Apollo Asteroid (Hazard),57800,1.6549,0.6239,6.0679,92.7499,34.2213,63.2181,0.6223,2.69,2.13,0.0043,92,17.5
85182 (1991 AQ),Apollo Asteroid (Hazard),57800,2.2216,0.7768,3.1279,242.9391,339.6898,305.8576,0.496,3.95,3.31,0.0166,82,17.1
85184 (1991 JG1),Amor Asteroid,57800,1.3741,0.1847,33.8783,322.7157,226.4089,27.0669,1.1203,1.63,1.61,0.1463,56,18.4
85236 (1993 KH),Apollo Asteroid (Hazard),57800,1.234,0.3112,12.8048,293.8535,54.4,38.892,0.8499,1.62,1.37,0.0012,77,18.6
85275 (1994 LY),Amor Asteroid,57800,1.8907,0.4418,17.7195,202.7844,141.1992,226.3377,1.0554,2.73,2.6,0.0653,173,16.2
85490 (1997 SE5),Amor Asteroid,57800,3.7444,0.6683,2.4833,91.2081,251.0957,257.59,1.2422,6.25,7.25,0.2396,80,14.7
85585 Mjolnir,Apollo Asteroid (Hazard),57800,1.2975,0.3562,4.0833,95.3429,2.3643,330.3995,0.8354,1.76,1.48,0.0215,30,21.6
85628 (1998 KV2),Amor Asteroid,57800,1.593,0.3317,13.0293,50.4765,66.7985,209.0811,1.0646,2.12,2.01,0.1436,268,17.1
85640 (1998 OX4),Apollo Asteroid (Hazard),57800,1.5804,0.4857,4.5129,117.1145,299.7043,66.2199,0.8128,2.35,1.99,0.0011,61,21.1
85709 (1998 SG36),Amor Asteroid,57800,1.6459,0.3376,24.8404,29.7081,186.6049,35.2066,1.0902,2.2,2.11,0.1229,274,15.9
85713 (1998 SS49),Apollo Asteroid (Hazard),57800,1.9239,0.6393,10.7643,102.4651,41.494,285.8737,0.6939,3.15,2.67,0.0027,143,15.6
85770 (1998 UP1),Aten Asteroid,57800,0.9982,0.3451,33.1804,234.2541,18.3546,229.1565,0.6537,1.34,1,0.0851,94,20.5
85774 (1998 UT18),Apollo Asteroid (Hazard),55187,1.4038,0.3291,13.5886,50.015,64.7103,209.2175,0.9417,1.87,1.66,0.0357,137,19.2
85804 (1998 WQ5),Amor Asteroid,57800,1.7212,0.3544,27.6625,269.7776,285.7621,289.1653,1.1112,2.33,2.26,0.3725,253,15.3
85818 (1998 XM4),Apollo Asteroid,57800,1.6566,0.4167,62.7158,301.2658,235.6589,92.176,0.9663,2.35,2.13,0.1086,148,15.5
85839 (1998 YO4),Amor Asteroid,57800,1.6536,0.2481,9.3236,199.515,28.5513,54.0731,1.2433,2.06,2.13,0.2405,208,16.4
85867 (1999 BY9),Amor Asteroid,57800,1.8299,0.3024,0.9438,287.4047,254.4204,69.4232,1.2766,2.38,2.48,0.2801,139,18.1
85938 (1999 DJ4),Apollo Asteroid (Hazard),57800,1.853,0.4837,9.1461,197.6085,19.9168,28.3123,0.9568,2.75,2.52,0.0233,110,18.6
85953 (1999 FK21),Aten Asteroid,55097,0.7388,0.7032,12.6015,172.3327,180.5375,96.0996,0.2193,1.26,0.64,0.0703,163,18.1
85989 (1999 JD6),Aten Asteroid (Hazard),57800,0.883,0.6328,17.0563,309.1878,130.2059,252.9392,0.3242,1.44,0.83,0.0478,288,17.1
85990 (1999 JV6),Apollo Asteroid (Hazard),56159,1.0081,0.3114,5.3191,235.3411,124.5497,306.9399,0.6942,1.32,1.01,0.0312,227,20.2
